date,course,race_time,race_name,distance,going,race_class,race_url,source
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"8.
                                                Favori Logique28/1",,,,https://www.racingpost.com/profile/horse/2829572/favori-logique,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"8.
                                                Favori Logique28/1",,,,https://www.racingpost.com/profile/horse/2829572/favori-logique,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/horse/4950394/jay-pee-m,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/horse/4950394/jay-pee-m,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),4:55,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914619#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914619#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914619,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),5:30,Irish Stallion Farms EBF Mares INH Flat Race,2m,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Irish Stallion Farms EBF Mares INH Flat Race,2m,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Irish Stallion Farms EBF Mares INH Flat Race,2m,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Irish Stallion Farms EBF Mares INH Flat Race,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,2m,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),5:30,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/winning-times,Racing Post
2026-03-03,NEWCASTLE,,NEWCASTLE,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,Meeting details,Going:,2m4½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/winning-times,Racing Post
2026-03-03,NEWCASTLE,Meeting details,Going:,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/winning-times,Racing Post
2026-03-03,NEWCASTLE,Meeting details,Going:,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/winning-times,Racing Post
2026-03-03,NEWCASTLE,,Going:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Going:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Going:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Weather conditions:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Wind:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Total Non-Runners:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Dividends and spread make-ups,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/winning-times,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/winning-times,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,2:05,Border Minstrel Sunday Lunch Novices' Limited Handicap Hurdle,2m4½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912439,Racing Post
2026-03-03,NEWCASTLE,,Border Minstrel Sunday Lunch Novices' Limited Handicap Hurdle,2m4½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912439,Racing Post
2026-03-03,NEWCASTLE,,Border Minstrel Sunday Lunch Novices' Limited Handicap Hurdle,2m4½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912439,Racing Post
2026-03-03,NEWCASTLE,,Border Minstrel Sunday Lunch Novices' Limited Handicap Hurdle,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912439,Racing Post
2026-03-03,NEWCASTLE,,,2m4½f,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Big Storm Brewing3/1F",,,,https://www.racingpost.com/profile/horse/5705822/big-storm-brewing,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Big Storm Brewing3/1F",,,,https://www.racingpost.com/profile/horse/5705822/big-storm-brewing,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/819428/pethers-moon,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/819428/pethers-moon,Racing Post
2026-03-03,NEWCASTLE,,Breeder:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Owner:,,,,https://www.racingpost.com/profile/owner/310954/border-caravans-ltd,Racing Post
2026-03-03,NEWCASTLE,,"6.
                                                Midnight Bella33/1",,,,https://www.racingpost.com/profile/horse/8362183/midnight-bella,Racing Post
2026-03-03,NEWCASTLE,,"6.
                                                Midnight Bella33/1",,,,https://www.racingpost.com/profile/horse/8362183/midnight-bella,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"7.
                                                Leader Wing9/2",,,,https://www.racingpost.com/profile/horse/5798857/leader-wing,Racing Post
2026-03-03,NEWCASTLE,,"7.
                                                Leader Wing9/2",,,,https://www.racingpost.com/profile/horse/5798857/leader-wing,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/profile/jockey/103118/rian-corcoran,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,2:05,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912439#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912439#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912439,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,2:35,Mini Golf At High Gosforth Park Novices' Handicap Chase (Go North Forgive 'N Forget Series Qual'),2m4f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912438,Racing Post
2026-03-03,NEWCASTLE,,Mini Golf At High Gosforth Park Novices' Handicap Chase (Go North Forgive 'N Forget Series Qual'),2m4f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912438,Racing Post
2026-03-03,NEWCASTLE,,Mini Golf At High Gosforth Park Novices' Handicap Chase (Go North Forgive 'N Forget Series Qual'),2m4f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912438,Racing Post
2026-03-03,NEWCASTLE,,Mini Golf At High Gosforth Park Novices' Handicap Chase (Go North Forgive 'N Forget Series Qual'),,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912438,Racing Post
2026-03-03,NEWCASTLE,,,2m4f,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"6.
                                                Hawkseye View11/4J",,,,https://www.racingpost.com/profile/horse/5045961/hawkseye-view,Racing Post
2026-03-03,NEWCASTLE,,"6.
                                                Hawkseye View11/4J",,,,https://www.racingpost.com/profile/horse/5045961/hawkseye-view,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/818366/telescope,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/818366/telescope,Racing Post
2026-03-03,NEWCASTLE,,Breeder:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Owner:,,,,https://www.racingpost.com/profile/owner/110154/mrs-a-ellis,Racing Post
2026-03-03,NEWCASTLE,,"3.
                                                Wannabe9/2",,,,https://www.racingpost.com/profile/horse/5523889/wannabe,Racing Post
2026-03-03,NEWCASTLE,,"3.
                                                Wannabe9/2",,,,https://www.racingpost.com/profile/horse/5523889/wannabe,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"2.
                                                Gilbertina14/1",,,,https://www.racingpost.com/profile/horse/3152107/gilbertina,Racing Post
2026-03-03,NEWCASTLE,,"2.
                                                Gilbertina14/1",,,,https://www.racingpost.com/profile/horse/3152107/gilbertina,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/profile/horse/3490629/singapore-trip,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/profile/horse/3490629/singapore-trip,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,2:35,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912438#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912438#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912438,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,3:05,Virgin Bet Supports Safe Gambling Novices' Hurdle (Go North Night Nurse Hurdle Series Qual') (GBB),2m4½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912435,Racing Post
2026-03-03,NEWCASTLE,,Virgin Bet Supports Safe Gambling Novices' Hurdle (Go North Night Nurse Hurdle Series Qual') (GBB),2m4½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912435,Racing Post
2026-03-03,NEWCASTLE,,Virgin Bet Supports Safe Gambling Novices' Hurdle (Go North Night Nurse Hurdle Series Qual') (GBB),2m4½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912435,Racing Post
2026-03-03,NEWCASTLE,,Virgin Bet Supports Safe Gambling Novices' Hurdle (Go North Night Nurse Hurdle Series Qual') (GBB),,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912435,Racing Post
2026-03-03,NEWCASTLE,,,2m4½f,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Sanilam7/2",,,,https://www.racingpost.com/profile/horse/7227187/sanilam,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Sanilam7/2",,,,https://www.racingpost.com/profile/horse/7227187/sanilam,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/601396/malinas,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/601396/malinas,Racing Post
2026-03-03,NEWCASTLE,,Breeder:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Owner:,,,,https://www.racingpost.com/profile/owner/356995/j-fyffe-and-mrs-w-duffus,Racing Post
2026-03-03,NEWCASTLE,,"2.
                                                Silver Hill8/11F",,,,https://www.racingpost.com/profile/horse/6425006/silver-hill,Racing Post
2026-03-03,NEWCASTLE,,"2.
                                                Silver Hill8/11F",,,,https://www.racingpost.com/profile/horse/6425006/silver-hill,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"4.
                                                Humble Jumble18/1",,,,https://www.racingpost.com/profile/horse/6692974/humble-jumble,Racing Post
2026-03-03,NEWCASTLE,,"4.
                                                Humble Jumble18/1",,,,https://www.racingpost.com/profile/horse/6692974/humble-jumble,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/profile/jockey/81409/brian-hughes,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,3:05,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912435#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912435#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912435,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,3:35,Get Raceday Ready Handicap Hurdle (Go North Brindisi Breeze Series Qualifier),2m7½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912437,Racing Post
2026-03-03,NEWCASTLE,,Get Raceday Ready Handicap Hurdle (Go North Brindisi Breeze Series Qualifier),2m7½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912437,Racing Post
2026-03-03,NEWCASTLE,,Get Raceday Ready Handicap Hurdle (Go North Brindisi Breeze Series Qualifier),2m7½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912437,Racing Post
2026-03-03,NEWCASTLE,,Get Raceday Ready Handicap Hurdle (Go North Brindisi Breeze Series Qualifier),,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912437,Racing Post
2026-03-03,NEWCASTLE,,,2m7½f,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Whiskey On Ice9/4F",,,,https://www.racingpost.com/profile/horse/6550770/whiskey-on-ice,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Whiskey On Ice9/4F",,,,https://www.racingpost.com/profile/horse/6550770/whiskey-on-ice,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/583841/yeats,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/583841/yeats,Racing Post
2026-03-03,NEWCASTLE,,Breeder:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Owner:,,,,https://www.racingpost.com/profile/owner/53380/mrs-s-irwin,Racing Post
2026-03-03,NEWCASTLE,,"7.
                                                Princesse Milania11/1",,,,https://www.racingpost.com/profile/horse/5864661/princesse-milania,Racing Post
2026-03-03,NEWCASTLE,,"7.
                                                Princesse Milania11/1",,,,https://www.racingpost.com/profile/horse/5864661/princesse-milania,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"5.
                                                Parish Quiz4/1",,,,https://www.racingpost.com/profile/horse/5689547/parish-quiz,Racing Post
2026-03-03,NEWCASTLE,,"5.
                                                Parish Quiz4/1",,,,https://www.racingpost.com/profile/horse/5689547/parish-quiz,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/profile/jockey/102985/dominic-hislop,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,3:35,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912437#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912437#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912437,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,4:05,Virgin Bet A Good Bet Handicap Chase (GBB Race),2m7½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912436,Racing Post
2026-03-03,NEWCASTLE,,Virgin Bet A Good Bet Handicap Chase (GBB Race),2m7½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912436,Racing Post
2026-03-03,NEWCASTLE,,Virgin Bet A Good Bet Handicap Chase (GBB Race),2m7½f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912436,Racing Post
2026-03-03,NEWCASTLE,,Virgin Bet A Good Bet Handicap Chase (GBB Race),,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912436,Racing Post
2026-03-03,NEWCASTLE,,,2m7½f,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"6.
                                                Jamesieconn3/1",,,,https://www.racingpost.com/profile/horse/5671322/jamesieconn,Racing Post
2026-03-03,NEWCASTLE,,"6.
                                                Jamesieconn3/1",,,,https://www.racingpost.com/profile/horse/5671322/jamesieconn,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/572780/shirocco,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/572780/shirocco,Racing Post
2026-03-03,NEWCASTLE,,Breeder:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Owner:,,,,https://www.racingpost.com/profile/owner/215844/dd-armstrong-ltd,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Passing Pleasure8/11F",,,,https://www.racingpost.com/profile/horse/5708488/passing-pleasure,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Passing Pleasure8/11F",,,,https://www.racingpost.com/profile/horse/5708488/passing-pleasure,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"4.
                                                Uptown Harry15/2",,,,https://www.racingpost.com/profile/horse/1857662/uptown-harry,Racing Post
2026-03-03,NEWCASTLE,,"4.
                                                Uptown Harry15/2",,,,https://www.racingpost.com/profile/horse/1857662/uptown-harry,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/profile/jockey/97855/danny-mcmenamin,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,4:05,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912436#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912436#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912436,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,4:35,High Gosforth Park Golf Club Mares' National Hunt Flat Race (Conditional & Amateur Jockeys') (GBB),2m1f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912440,Racing Post
2026-03-03,NEWCASTLE,,High Gosforth Park Golf Club Mares' National Hunt Flat Race (Conditional & Amateur Jockeys') (GBB),2m1f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912440,Racing Post
2026-03-03,NEWCASTLE,,High Gosforth Park Golf Club Mares' National Hunt Flat Race (Conditional & Amateur Jockeys') (GBB),2m1f,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912440,Racing Post
2026-03-03,NEWCASTLE,,High Gosforth Park Golf Club Mares' National Hunt Flat Race (Conditional & Amateur Jockeys') (GBB),,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912440,Racing Post
2026-03-03,NEWCASTLE,,,2m1f,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"6.
                                                Lady Walk On Bye9/4",,,,https://www.racingpost.com/profile/horse/8881555/lady-walk-on-bye,Racing Post
2026-03-03,NEWCASTLE,,"6.
                                                Lady Walk On Bye9/4",,,,https://www.racingpost.com/profile/horse/8881555/lady-walk-on-bye,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/602597/walk-in-the-park,Racing Post
2026-03-03,NEWCASTLE,,-,,,,https://www.racingpost.com/profile/horse/602597/walk-in-the-park,Racing Post
2026-03-03,NEWCASTLE,,Breeder:,,,,,Racing Post
2026-03-03,NEWCASTLE,,Owner:,,,,https://www.racingpost.com/profile/owner/333571/mrs-i-c-sellars-and-miss-d-c-sellars,Racing Post
2026-03-03,NEWCASTLE,,"5.
                                                I Wanna Be Adored14/1",,,,https://www.racingpost.com/profile/horse/8615821/i-wanna-be-adored,Racing Post
2026-03-03,NEWCASTLE,,"5.
                                                I Wanna Be Adored14/1",,,,https://www.racingpost.com/profile/horse/8615821/i-wanna-be-adored,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Peace Belle9/2",,,,https://www.racingpost.com/profile/horse/7939669/peace-belle,Racing Post
2026-03-03,NEWCASTLE,,"1.
                                                Peace Belle9/2",,,,https://www.racingpost.com/profile/horse/7939669/peace-belle,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/profile/horse/7413935/rainbow-tara,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/profile/horse/7413935/rainbow-tara,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,4:35,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912440#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912440#fullReplay-resultList,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/912440,Racing Post
2026-03-03,NEWCASTLE,,,,,,,Racing Post
2026-03-03,NEWCASTLE,,,,,,https://www.racingpost.com/results/37/newcastle/2026-03-03/winning-times,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,WOLVERHAMPTON (AW),,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),Meeting details,Going:,1m6f,,,https://www.racingpost.com/results/513/wolverhampton-aw/2026-03-03/winning-times,Racing Post
2026-03-03,WOLVERHAMPTON (AW),Meeting details,Going:,,,,https://www.racingpost.com/results/513/wolverhampton-aw/2026-03-03/winning-times,Racing Post
2026-03-03,WOLVERHAMPTON (AW),Meeting details,Going:,,,,https://www.racingpost.com/results/513/wolverhampton-aw/2026-03-03/winning-times,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Going:,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Going:,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Going:,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Total Non-Runners:,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Stalls:,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Dividends and spread make-ups,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,https://www.racingpost.com/results/513/wolverhampton-aw/2026-03-03/winning-times,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,https://www.racingpost.com/results/513/wolverhampton-aw/2026-03-03/winning-times,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),5:25,Midnite Are Upping The Betting Game Handicap (GBBPlus Race),1m6f,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Midnite Are Upping The Betting Game Handicap (GBBPlus Race),1m6f,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Midnite Are Upping The Betting Game Handicap (GBBPlus Race),1m6f,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Midnite Are Upping The Betting Game Handicap (GBBPlus Race),,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,1m6f,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),5:25,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,,,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),6:00,Midnite A Next Generation Betting App Maiden Stakes (GBB Race),6f,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Midnite A Next Generation Betting App Maiden Stakes (GBB Race),6f,,,,Racing Post
2026-03-03,WOLVERHAMPTON (AW),,Midnite A Next Generation Betting App Maiden Stakes (GBB Race),6f,,,,Racing Post
