date,course,race_time,race_name,distance,going,race_class,race_url,source
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/horse/7303475/jet-to-monte-carlo,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),1:55,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914613#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914613#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914613,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),2:25,1888 Restaurant Mares Maiden Hurdle,2m5f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914614,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,1888 Restaurant Mares Maiden Hurdle,2m5f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914614,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,1888 Restaurant Mares Maiden Hurdle,2m5f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914614,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,1888 Restaurant Mares Maiden Hurdle,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914614,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,2m5f,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"7.
                                                Torpille Dagrostis4/5F",,,,https://www.racingpost.com/profile/horse/6604803/torpille-dagrostis,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"7.
                                                Torpille Dagrostis4/5F",,,,https://www.racingpost.com/profile/horse/6604803/torpille-dagrostis,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/692957/cima-de-triomphe,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/692957/cima-de-triomphe,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Breeder:,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Owner:,,,,https://www.racingpost.com/profile/owner/113523/gigginstown-house-stud,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"1.
                                                Alliteration3/1",,,,https://www.racingpost.com/profile/horse/8299980/alliteration,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"1.
                                                Alliteration3/1",,,,https://www.racingpost.com/profile/horse/8299980/alliteration,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"2.
                                                Courtmac Gesture15/2",,,,https://www.racingpost.com/profile/horse/7307997/courtmac-gesture,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"2.
                                                Courtmac Gesture15/2",,,,https://www.racingpost.com/profile/horse/7307997/courtmac-gesture,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/jockey/102354/josh-williamson,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),2:25,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914614#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914614#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914614,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),2:55,QuinnBet Mares Handicap Hurdle,2m2½f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914615,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,QuinnBet Mares Handicap Hurdle,2m2½f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914615,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,QuinnBet Mares Handicap Hurdle,2m2½f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914615,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,QuinnBet Mares Handicap Hurdle,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914615,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,2m2½f,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"6.
                                                Missus Beeton15/2",,,,https://www.racingpost.com/profile/horse/4765708/missus-beeton,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"6.
                                                Missus Beeton15/2",,,,https://www.racingpost.com/profile/horse/4765708/missus-beeton,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/550234/mamool,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/550234/mamool,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Breeder:,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Owner:,,,,https://www.racingpost.com/profile/owner/364872/kieran-corrigan,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"8.
                                                Onefortheditch7/1",,,,https://www.racingpost.com/profile/horse/4303282/onefortheditch,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"8.
                                                Onefortheditch7/1",,,,https://www.racingpost.com/profile/horse/4303282/onefortheditch,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"7.
                                                Maxios Prime7/2F",,,,https://www.racingpost.com/profile/horse/6635743/maxios-prime,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"7.
                                                Maxios Prime7/2F",,,,https://www.racingpost.com/profile/horse/6635743/maxios-prime,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/jockey/92335/donagh-meyler,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),2:55,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914615#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914615#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914615,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),3:25,QuinnBet Handicap Hurdle,3m,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914616,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,QuinnBet Handicap Hurdle,3m,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914616,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,QuinnBet Handicap Hurdle,3m,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914616,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,QuinnBet Handicap Hurdle,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914616,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,3m,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"2.
                                                Daydream Nation11/2",,,,https://www.racingpost.com/profile/horse/5884286/daydream-nation,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"2.
                                                Daydream Nation11/2",,,,https://www.racingpost.com/profile/horse/5884286/daydream-nation,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/569100/doyen,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/569100/doyen,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Breeder:,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Owner:,,,,https://www.racingpost.com/profile/owner/362869/daydream-nation-syndicate,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"9.
                                                He's Home Again7/1",,,,https://www.racingpost.com/profile/horse/4711769/hes-home-again,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"9.
                                                He's Home Again7/1",,,,https://www.racingpost.com/profile/horse/4711769/hes-home-again,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"10.
                                                Plain Or Battered12/1",,,,https://www.racingpost.com/profile/horse/4057215/plain-or-battered,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"10.
                                                Plain Or Battered12/1",,,,https://www.racingpost.com/profile/horse/4057215/plain-or-battered,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/horse/5884337/pookie-holler,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/horse/5884337/pookie-holler,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),3:25,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914616#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914616#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914616,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),3:55,Irish Stallion Farms EBF Beginners Chase,2m1f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914617,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Irish Stallion Farms EBF Beginners Chase,2m1f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914617,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Irish Stallion Farms EBF Beginners Chase,2m1f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914617,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Irish Stallion Farms EBF Beginners Chase,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914617,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,2m1f,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"4.
                                                Raffles Dolce Vita5/1",,,,https://www.racingpost.com/profile/horse/5800832/raffles-dolce-vita,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"4.
                                                Raffles Dolce Vita5/1",,,,https://www.racingpost.com/profile/horse/5800832/raffles-dolce-vita,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/570564/kapgarde,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/570564/kapgarde,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Breeder:,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Owner:,,,,https://www.racingpost.com/profile/owner/206920/simon-munir-isaac-souede,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"1.
                                                Come Walk With Me3/1",,,,https://www.racingpost.com/profile/horse/5784833/come-walk-with-me,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"1.
                                                Come Walk With Me3/1",,,,https://www.racingpost.com/profile/horse/5784833/come-walk-with-me,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"2.
                                                Kamikaz Du Plessis18/1",,,,https://www.racingpost.com/profile/horse/5689548/kamikaz-du-plessis,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"2.
                                                Kamikaz Du Plessis18/1",,,,https://www.racingpost.com/profile/horse/5689548/kamikaz-du-plessis,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/horse/5334545/karoline-banbou,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/horse/5334545/karoline-banbou,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),3:55,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914617#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914617#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914617,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),4:25,Leopardstown Racecourse Beginners Chase,2m5½f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914618,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Leopardstown Racecourse Beginners Chase,2m5½f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914618,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Leopardstown Racecourse Beginners Chase,2m5½f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914618,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Leopardstown Racecourse Beginners Chase,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914618,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,2m5½f,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"6.
                                                Joyau De Thaix9/2",,,,https://www.racingpost.com/profile/horse/5398574/joyau-de-thaix,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"6.
                                                Joyau De Thaix9/2",,,,https://www.racingpost.com/profile/horse/5398574/joyau-de-thaix,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/868104/karaktar,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/868104/karaktar,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Breeder:,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Owner:,,,,https://www.racingpost.com/profile/owner/309951/mrs-l-maclennan,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"10.
                                                Dameauscottlestown2/1F",,,,https://www.racingpost.com/profile/horse/6833862/dameauscottlestown,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"10.
                                                Dameauscottlestown2/1F",,,,https://www.racingpost.com/profile/horse/6833862/dameauscottlestown,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"7.
                                                Killaney King4/1",,,,https://www.racingpost.com/profile/horse/4272448/killaney-king,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"7.
                                                Killaney King4/1",,,,https://www.racingpost.com/profile/horse/4272448/killaney-king,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/profile/jockey/102365/eoin-staples,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),4:25,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914618#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914618#fullReplay-resultList,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914618,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),4:55,John Thomas McNamara Series (Q.R.) Handicap Chase,2m5½f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914619,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,John Thomas McNamara Series (Q.R.) Handicap Chase,2m5½f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914619,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,John Thomas McNamara Series (Q.R.) Handicap Chase,2m5½f,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914619,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,John Thomas McNamara Series (Q.R.) Handicap Chase,,,,https://www.racingpost.com/results/187/leopardstown/2026-03-03/914619,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,2m5½f,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"9.
                                                Harbour Highway7/2",,,,https://www.racingpost.com/profile/horse/5021484/harbour-highway,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"9.
                                                Harbour Highway7/2",,,,https://www.racingpost.com/profile/horse/5021484/harbour-highway,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/640786/youmzain,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,-,,,,https://www.racingpost.com/profile/horse/640786/youmzain,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Breeder:,,,,,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,Owner:,,,,https://www.racingpost.com/profile/owner/20887/john-p-mcmanus,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"2.
                                                Lisleigh Lad14/1",,,,https://www.racingpost.com/profile/horse/4189575/lisleigh-lad,Racing Post
2026-03-03,LEOPARDSTOWN                                                    (IRE),,"2.
                                                Lisleigh Lad14/1",,,,https://www.racingpost.com/profile/horse/4189575/lisleigh-lad,Racing Post
